Region,School,Snumber,BEL12,MAT12,informatics12,IT12,Code,ClassName,TypeClass,Profil,FormulaRaw,CodeProfession,StudyForm,FirstLang,SecondLang,Formula_modified,YourScore,MinLY,MaxLY
СЕРДИКА,"29. Средно училище ""Кузман Шапкарев""",2220029,3.83,0,0,3.69,2408,Софтуерни и хардуерни науки - АЕ интензивно,профилирана,Софтуерни и хардуерни науки,(3 * БЕЛ + 1 * МАТ) + (1 * КМИТ + 1 * ЧЕз),80111,дневна,Английски език,интензивно,(3 * BELNVO + 1 * MATNVO) + (1 * IT + 1 * English),327,330.75,383.5
СЕРДИКА,"29. Средно училище ""Кузман Шапкарев""",2220029,3.83,0,0,3.69,3515,Софтуерни и хардуерни науки /АЕ/,профилирана,Софтуерни и хардуерни науки,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * КМИТ),80111,дневна,Английски език,без инт. и без разширено,(3 * BELNVO + 1 * MATNVO) + (1 * Art + 1 * IT),338,306.75,384.75
СЕРДИКА,"29. Средно училище ""Кузман Шапкарев""",2220029,3.83,0,0,3.69,4405,Софтуерни и хардуерни науки - ИЕ разширено,профилирана,Софтуерни и хардуерни науки,(3 * БЕЛ + 1 * МАТ) + (1 * КМИТ + 1 * ЧЕз),80111,дневна,Испански език,разширено,(3 * BELNVO + 1 * MATNVO) + (1 * IT + 1 * English),327,308.5,338.5
СЕРДИКА,"29. Средно училище ""Кузман Шапкарев""",2220029,3.83,0,0,3.69,4459,"Природни науки - АЕ разширено, БЗО и ХООС",профилирана,Природни науки,(3 * БЕЛ + 1 * МАТ) + (1 * БЗО + 1 * ЧЕз),80131,дневна,Английски език,разширено,(3 * BELNVO + 1 * MATNVO) + (1 * Biology + 1 * English),327,291.25,337.25
СЕРДИКА,"Профилирана гимназия за изобразителни изкуства ""Професор Николай Райнов""",2220308,4.43,0,0,0,1572,Компютърна графика,професионална,Компютърна графика,(1 * БЕЛ + 1 * МАТ + 2 * ИИ) + (1 * БЕЛ + 1 * ИИ),2130601,дневна,Английски език,без инт. и без разширено,(1 * BELNVO + 1 * MATNVO + 2 * Art) + (1 * Bul + 1 * Art),298,395.5,448.75
СЛАТИНА,"23 Средно училище ""Фредерик Жолио-Кюри""",2221023,4.52,0,0,0,916,"Чужди езици - ИтЕ интензивно, АЕ",профилирана,Чужди езици,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * ЧЕз),80071,дневна,Италиански език,интензивно,(3 * BELNVO + 1 * MATNVO) + (1 * Bul + 1 * English),327,372.25,398
СЛАТИНА,"23 Средно училище ""Фредерик Жолио-Кюри""",2221023,4.52,0,0,0,930,"Предприемачески - АЕ, ИтЕ",профилирана,Предприемачески,(2 * БЕЛ + 2 * МАТ) + (1 * КМИТ + 1 * ЧЕз),80171,дневна,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * IT + 1 * English),296,335.5,378.5
СЛАТИНА,"23 Средно училище ""Фредерик Жолио-Кюри""",2221023,4.52,0,0,0,939,"Икономическо развитие - АЕ, ИтЕ",профилирана,Икономическо развитие,(2 * БЕЛ + 2 * МАТ) + (1 * КМИТ + 1 * ЧЕз),80101,дневна,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * IT + 1 * English),296,318,370
СЛАТИНА,"31 Средно училище за чужди езици и математика ""Иван Вазов""",2221031,5.33,4,0,0,2755,"Чужди езици - АЕ интензивно,   ИЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * ЧЕз),80071,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * English),296,428,446.5
СЛАТИНА,"31 Средно училище за чужди езици и математика ""Иван Вазов""",2221031,5.33,4,0,0,2759,"Чужди езици - НЕ интензивно,   АЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * ЧЕз),80071,дневна,Немски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * English),296,428,450.5
СЛАТИНА,"31 Средно училище за чужди езици и математика ""Иван Вазов""",2221031,5.33,4,0,0,2766,"Чужди езици - ИЕ интензивно,   АЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * ЧЕз),80071,дневна,Испански език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * English),296,433.5,443.5
СЛАТИНА,"31 Средно училище за чужди езици и математика ""Иван Вазов""",2221031,5.33,4,0,0,3018,"Математически - АЕ интензивно, НЕ",профилирана,Математически,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80121,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,410.5,438.5
СЛАТИНА,"93-то Средно училище ""Александър Теодоров - Балан""",2221093,4.33,0,0,0,2876,"Обществени науки - РЕ интензивно, АЕ",профилирана,Обществени науки,(3 * БЕЛ + 1 * МАТ) + (1 * ИЦ + 1 * КМИТ),80091,дневна,Руски език,интензивно,(3 * BELNVO + 1 * MATNVO) + (1 * History + 1 * IT),338,351.5,404.25
СЛАТИНА,"93-то Средно училище ""Александър Теодоров - Балан""",2221093,4.33,0,0,0,2878,"Обществени науки - АЕ интензивно, РЕ",профилирана,Обществени науки,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * КМИТ),80091,дневна,Английски език,интензивно,(3 * BELNVO + 1 * MATNVO) + (1 * Bul + 1 * IT),327,349,401.25
СЛАТИНА,"93-то Средно училище ""Александър Теодоров - Балан""",2221093,4.33,0,0,0,4038,"Софтуерни и хардуерни науки - АЕ интензивно, РЕ",профилирана,Софтуерни и хардуерни науки,(2 * БЕЛ + 2 * МАТ) + (1 * ИИ + 1 * КМИТ),80111,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Art + 1 * IT),307,329.75,374.75
СЛАТИНА,"94 СРЕДНО УЧИЛИЩЕ ""Димитър Страшимиров""",2221094,2.74,0,0,0,2535,Производство на облекло от текстил,професионална,Производство на облекло от текстил,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * ИИ),5420501,дневна,Английски език,без инт. и без разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Art),307,58,112
СЛАТИНА,"94 СРЕДНО УЧИЛИЩЕ ""Димитър Страшимиров""",2221094,2.74,0,0,0,2539,Логистика на товари и услуги - куриер,професионална,Логистика на товари и услуги,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * ГИ),8401001,дневна,Английски език,без инт. и без разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Geo),307,70,200
СЛАТИНА,"138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ""ПРОФ. ВАСИЛ ЗЛАТАРСКИ""",2221138,4.92,0,0,0,1354,"Математически - АЕ интензивно, ИЕ",профилирана,Математически,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80121,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,347.5,403
СЛАТИНА,"138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ""ПРОФ. ВАСИЛ ЗЛАТАРСКИ""",2221138,4.92,0,0,0,2451,"Чужди езици - КитЕ интензивно,    АЕ",профилирана,Чужди езици,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * ЧЕз),80071,дневна,Китайски език,интензивно,(3 * BELNVO + 1 * MATNVO) + (1 * Bul + 1 * English),327,368.5,433
СЛАТИНА,"138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ""ПРОФ. ВАСИЛ ЗЛАТАРСКИ""",2221138,4.92,0,0,0,2456,"Чужди езици - ЯЕ интензивно,   АЕ",профилирана,Чужди езици,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * ЧЕз),80071,дневна,Друг език,интензивно,(3 * BELNVO + 1 * MATNVO) + (1 * Bul + 1 * English),327,378.75,429.25
СЛАТИНА,"138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ""ПРОФ. ВАСИЛ ЗЛАТАРСКИ""",2221138,4.92,0,0,0,2466,"Софтуерни и хардуени науки - АЕ интензивно, КорЕ",профилирана,Софтуерни и хардуерни науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * КМИТ),80111,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * IT),296,340,365
СЛАТИНА,"157 Гимназия с изучаване на чужд език ""Сесар Вайехо""",2221157,4.78,0,0,0,1023,"Чужди езици - ИЕ интензивно, АЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Испански език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,306,403
СЛАТИНА,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",2221430,3,0,0,0,2165,Автомобилна мехатроника - АЕ,професионална,Автомобилна мехатроника,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),5250103,дневна,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,147.5,325.5
СЛАТИНА,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",2221430,3,0,0,0,2178,Ремонт на летателни апарати - АЕ,професионална,Ремонт на летателни апарати,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),5250905,дневна,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,108,312.5
СЛАТИНА,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",2221430,3,0,0,0,2187,Спедиция транспортна и складова логистика - АЕ (дневна),професионална,"Спедиция, транспортна и складова логистика",(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),8401101,дневна,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,128,163.5
СЛАТИНА,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",2221430,3,0,0,0,2212,Спедиция транспортна и складова логистика - АЕ (дуална),професионална,"Спедиция, транспортна и складова логистика",(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),8401101,дуална,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,134,213.5
СЛАТИНА,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",2221430,3,0,0,0,3500,Автотранспортна техника - техник АЕ,професионална,Автотранспортна техника,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),5250101,дневна,Английски език,без инт. и без разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,92,219.5
СЛАТИНА,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",2221430,3,0,0,0,3934,Електрически превозни средства - техник АЕ,професионална,Електрически превозни средства,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),5250104,дневна,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,30,175
СРЕДЕЦ,"7. СРЕДНО УЧИЛИЩЕ ""СВ. СЕДМОЧИСЛЕНИЦИ""",2222007,4.92,0,5.69,0,359,"Чужди езици - АЕ интензивно, ИЕ",профилирана,Чужди езици,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Английски език,интензивно,(3 * BELNVO + 1 * MATNVO) + (1 * Bul + 1 * Math),327,389.5,414
СРЕДЕЦ,"7. СРЕДНО УЧИЛИЩЕ ""СВ. СЕДМОЧИСЛЕНИЦИ""",2222007,4.92,0,5.69,0,360,"Икономическо развитие - АЕ интензивно, НЕ",профилирана,Икономическо развитие,(2 * БЕЛ + 2 * МАТ) + (1 * ГИ + 1 * ЧЕз),80101,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Geo + 1 * English),307,384,417.5
СРЕДЕЦ,"7. СРЕДНО УЧИЛИЩЕ ""СВ. СЕДМОЧИСЛЕНИЦИ""",2222007,4.92,0,5.69,0,4450,"Природни науки - БЗО, ХООС, АЕ интензивно, НЕ",профилирана,Природни науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЗО + 1 * ЧЕз),80131,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Biology + 1 * English),296,381,413
СРЕДЕЦ,"7. СРЕДНО УЧИЛИЩЕ ""СВ. СЕДМОЧИСЛЕНИЦИ""",2222007,4.92,0,5.69,0,4814,"Природни науки - БЗО, ХООС, АЕ интензивно, ФЕ",профилирана,Природни науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЗО + 1 * ЧЕз),80131,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Biology + 1 * English),296,,
СРЕДЕЦ,"9 Френска езикова гимназия ""Алфонс дьо Ламартин""",2222009,5.51,4.92,0,4.87,2158,"Чужди езици - ФЕ интензивно,   АЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Френски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,439,487.5
СРЕДЕЦ,"9 Френска езикова гимназия ""Алфонс дьо Ламартин""",2222009,5.51,4.92,0,4.87,2163,"Чужди езици - ФЕ интензивно,  ИЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Френски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,435.5,465.5
СРЕДЕЦ,"9 Френска езикова гимназия ""Алфонс дьо Ламартин""",2222009,5.51,4.92,0,4.87,2168,"Чужди езици - ФЕ интензивно,  НЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Френски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,445,463
СРЕДЕЦ,"9 Френска езикова гимназия ""Алфонс дьо Ламартин""",2222009,5.51,4.92,0,4.87,4338,"Чужди езици - ФЕ интензивно,   Латински език",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Френски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,431,455
СРЕДЕЦ,"12 Средно училище "" Цар Иван Асен II""",2222012,4.88,0,0,0,2159,"Природни науки - АЕ интензивно, НЕ",профилирана,Природни науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЗО + 1 * ХООС),80131,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Biology + 1 * Chemistry),307,360,409.5
СРЕДЕЦ,"12 Средно училище "" Цар Иван Асен II""",2222012,4.88,0,0,0,2209,"Чужди езици - НЕ интензивно, АЕ/РЕ по избор",профилирана,Чужди езици,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * ЧЕз),80071,дневна,Немски език,интензивно,(3 * BELNVO + 1 * MATNVO) + (1 * Bul + 1 * English),327,416.5,430.5
СРЕДЕЦ,"12 Средно училище "" Цар Иван Асен II""",2222012,4.88,0,0,0,2215,"Предприемачески - ФЕ интензивно, АЕ",профилирана,Предприемачески,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * КМИТ),80171,дневна,Френски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * IT),296,361.5,375.5
СРЕДЕЦ,"12 Средно училище "" Цар Иван Асен II""",2222012,4.88,0,0,0,4446,"Предприемачески - АЕ интензивно, НЕ",профилирана,Предприемачески,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * КМИТ),80171,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * IT),296,370,416.5
СРЕДЕЦ,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",2222127,4.93,5.63,0,2,1358,"Хуманитарни науки - АЕ интензивно, ИЕ",профилирана,Хуманитарни науки,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * М),80081,дневна,Английски език,интензивно,(3 * BELNVO + 1 * MATNVO) + (1 * Bul + 1 * Math),327,401.75,466.25
СРЕДЕЦ,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",2222127,4.93,5.63,0,2,1362,"Хуманитарни науки - ИЕ интензивно, АЕ",профилирана,Хуманитарни науки,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * М),80081,дневна,Испански език,интензивно,(3 * BELNVO + 1 * MATNVO) + (1 * Bul + 1 * Math),327,404.5,425.75
СРЕДЕЦ,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",2222127,4.93,5.63,0,2,1364,"Природни науки - АЕ интензивно, ИЕ",профилирана,Природни науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80131,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,378,431
СРЕДЕЦ,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",2222127,4.93,5.63,0,2,1365,"Природни науки - ИЕ интензивно, АЕ",профилирана,Природни науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80131,дневна,Испански език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,371.5,418
СРЕДЕЦ,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",2222127,4.93,5.63,0,2,1366,"Икономическо развитие - АЕ разширено, ИЕ",профилирана,Икономическо развитие,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80101,дневна,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,372,396.5
СРЕДЕЦ,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",2222127,4.93,5.63,0,2,3148,"Предприемачески - ИЕ интензивно, АЕ",профилирана,Предприемачески,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80171,дневна,Испански език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,373,425.5
СРЕДЕЦ,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",2222127,4.93,5.63,0,2,4401,"Обществени науки - ИЕ разширено, АЕ",профилирана,Обществени науки,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * М),80091,дневна,Испански език,разширено,(3 * BELNVO + 1 * MATNVO) + (1 * Bul + 1 * Math),327,,
СРЕДЕЦ,133 Средно училище „Александър Сергеевич Пушкин”,2222133,5.36,0,0,0,2269,"Чужди езици - АЕ интензивно, РЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,424.5,438
СРЕДЕЦ,133 Средно училище „Александър Сергеевич Пушкин”,2222133,5.36,0,0,0,2270,"Чужди езици - ФЕ интензивно, РЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Френски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,406,425.5
СРЕДЕЦ,133 Средно училище „Александър Сергеевич Пушкин”,2222133,5.36,0,0,0,2272,"Чужди езици - РЕ интензивно, АЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Руски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,390.5,433
СТУДЕНТСКИ,"55 СРЕДНО УЧИЛИЩЕ ""ПЕТКО КАРАВЕЛОВ""",2223055,4.32,0,0,3.17,2144,"Софтуерни и хардуерни науки - АЕ интензивно, НЕ",профилирана,Софтуерни и хардуерни науки,(2 * БЕЛ + 2 * МАТ) + (1 * КМИТ + 1 * ЧЕз),80111,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * IT + 1 * English),296,346.5,424
СТУДЕНТСКИ,"55 СРЕДНО УЧИЛИЩЕ ""ПЕТКО КАРАВЕЛОВ""",2223055,4.32,0,0,3.17,5038,Програмиране на изкуствен интелект - АЕ,професионална,Програмиране на изкуствен интелект,(2 * БЕЛ + 2 * МАТ) + (1 * КМИТ + 1 * ЧЕз),4810401,дневна,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * IT + 1 * English),296,,
СТУДЕНТСКИ,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,2223431,4.49,0,0,0,707,Електронна търговия - АЕ,професионална,Електронна търговия,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),4820401,дневна,Английски език,разширено,(1 * BELNVO + 3 * MATNVO) + (1 * Math + 1 * Physics),276,263,384
СТУДЕНТСКИ,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,2223431,4.49,0,0,0,722,Компютърни мрежи - АЕ,професионална,Компютърни мрежи,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),5230502,дневна,Английски език,разширено,(1 * BELNVO + 3 * MATNVO) + (1 * Math + 1 * Physics),276,334.75,432.5
СТУДЕНТСКИ,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,2223431,4.49,0,0,0,730,Компютърна техника и технологии - АЕ,професионална,Компютърна техника и технологии,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),5230501,дневна,Английски език,разширено,(1 * BELNVO + 3 * MATNVO) + (1 * Math + 1 * Physics),276,314.25,394.25
СТУДЕНТСКИ,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,2223431,4.49,0,0,0,738,Системно програмиране - АЕ,професионална,Системно програмиране,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),4810201,дневна,Английски език,разширено,(1 * BELNVO + 3 * MATNVO) + (1 * Math + 1 * Physics),276,378.75,463
СТУДЕНТСКИ,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,2223431,4.49,0,0,0,743,Приложно програмиране - АЕ,професионална,Приложно програмиране,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),4810301,дневна,Английски език,разширено,(1 * BELNVO + 3 * MATNVO) + (1 * Math + 1 * Physics),276,361,467.75
СТУДЕНТСКИ,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,2223431,4.49,0,0,0,746,Икономическа информатика - АЕ,професионална,Икономическа информатика,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),4820101,дневна,Английски език,разширено,(1 * BELNVO + 3 * MATNVO) + (1 * Math + 1 * Physics),276,281.75,382.75
СТУДЕНТСКИ,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,2223431,4.49,0,0,0,3215,Телекомуникационни системи-АЕ,професионална,Телекомуникационни системи,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),5230102,дневна,Английски език,разширено,(1 * BELNVO + 3 * MATNVO) + (1 * Math + 1 * Physics),276,276.25,381.75
ТРИАДИЦА,"22 Средно езиково училище ""Георги Стойков Раковски""",2224022,5.44,4.88,0,0,2565,"Хуманитарен - БЕЛ/Фил, АЕ интензивно, ИЕ",профилирана,Хуманитарни науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * ИЦ),80081,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * History),307,434,436
ТРИАДИЦА,"22 Средно езиково училище ""Георги Стойков Раковски""",2224022,5.44,4.88,0,0,2577,"Обществени науки  - Ист/Фил, АЕ интензивно, ИЕ",профилирана,Обществени науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * ИЦ),80091,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * History),307,427.5,444
ТРИАДИЦА,"22 Средно езиково училище ""Георги Стойков Раковски""",2224022,5.44,4.88,0,0,3017,"Природни науки - Биол, Хим, АЕ интензивно, НЕ",профилирана,Природни науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЗО + 1 * ХООС),80131,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Biology + 1 * Chemistry),307,430.5,458
ТРИАДИЦА,"22 Средно езиково училище ""Георги Стойков Раковски""",2224022,5.44,4.88,0,0,3635,"Природни науки БЗО, ХООС, ИЕ - интензивно, АЕ",профилирана,Природни науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЗО + 1 * ХООС),80131,дневна,Испански език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Biology + 1 * Chemistry),307,432.5,443
ТРИАДИЦА,"22 Средно езиково училище ""Георги Стойков Раковски""",2224022,5.44,4.88,0,0,4766,"Хуманитарен - БЕЛ/Фил, ИЕ интензивно, АЕ",профилирана,Хуманитарни науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * ИЦ),80081,дневна,Испански език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * History),307,438,438
ТРИАДИЦА,"22 Средно езиково училище ""Георги Стойков Раковски""",2224022,5.44,4.88,0,0,4767,"Обществени науки  - Ист/Фил, ИЕ интензивно, АЕ",профилирана,Обществени науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * ИЦ),80091,дневна,Испански език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * History),307,427.5,439
ТРИАДИЦА,"47 Средно училище ""Христо Груев Данов""",2224047,4.14,0,0,0,515,"Предприемачески - АЕ интензивно, НЕ",профилирана,Предприемачески,(2 * БЕЛ + 2 * МАТ) + (1 * ГИ + 1 * КМИТ),80171,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Geo + 1 * IT),307,288,326.5
ТРИАДИЦА,"47 Средно училище ""Христо Груев Данов""",2224047,4.14,0,0,0,3873,"Предприемачески - НЕ разширено, АЕ",профилирана,Предприемачески,(2 * БЕЛ + 2 * МАТ) + (1 * ГИ + 1 * КМИТ),80171,дневна,Немски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Geo + 1 * IT),307,269.5,354
ТРИАДИЦА,"47 Средно училище ""Христо Груев Данов""",2224047,4.14,0,0,0,4439,"Предприемачески - АЕ разширено, ИЕ",профилирана,Предприемачески,(2 * БЕЛ + 2 * МАТ) + (1 * ГИ + 1 * КМИТ),80171,дневна,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Geo + 1 * IT),307,288,378.5
