Region,School,Snumber,BEL12,MAT12,informatics12,IT12,Code,ClassName,TypeClass,Profil,FormulaRaw,CodeProfession,StudyForm,FirstLang,SecondLang,Formula_modified,YourScore,MinLY,MaxLY
ТРИАДИЦА,"73.СУ с преподаване на чужди езици ""Владислав Граматик""",2224073,5.61,5.02,0,5.15,2656,"Чужди езици - НЕ интензивно, ФЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Немски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,455,462
ТРИАДИЦА,"73.СУ с преподаване на чужди езици ""Владислав Граматик""",2224073,5.61,5.02,0,5.15,2658,"Чужди езици - НЕ интензивно, АЕ",профилирана,Чужди езици,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80071,дневна,Немски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,463,475.5
ТРИАДИЦА,"73.СУ с преподаване на чужди езици ""Владислав Граматик""",2224073,5.61,5.02,0,5.15,5127,"Обществени науки - НЕ интензивно, РЕ, ИЦ и ГИ",профилирана,Обществени науки,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80091,дневна,Немски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,,
ТРИАДИЦА,"73.СУ с преподаване на чужди езици ""Владислав Граматик""",2224073,5.61,5.02,0,5.15,5128,"Математически - НЕ интензивно, РЕ, М и ФА",профилирана,Математически,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),80121,дневна,Немски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,,
ТРИАДИЦА,"121 СРЕДНО УЧИЛИЩЕ ""ГЕОРГИ ИЗМИРЛИЕВ""",2224121,4.15,0,4.89,0,2637,Софтуерни и хардуерни науки - АЕ; ИЕ,профилирана,Софтуерни и хардуерни науки,(2 * БЕЛ + 2 * МАТ) + (1 * М + 1 * КМИТ),80111,дневна,Английски език,разширено,(2 * BELNVO + 2 * MATNVO) + (1 * Math + 1 * IT),296,345.5,428.5
ТРИАДИЦА,"121 СРЕДНО УЧИЛИЩЕ ""ГЕОРГИ ИЗМИРЛИЕВ""",2224121,4.15,0,4.89,0,2647,"Предприемачески - ИЕ, АЕ",профилирана,Предприемачески,(3 * БЕЛ + 1 * МАТ) + (1 * ГИ + 1 * ЧЕз),80171,дневна,Испански език,разширено,(3 * BELNVO + 1 * MATNVO) + (1 * Geo + 1 * English),338,341.25,386.25
ТРИАДИЦА,"121 СРЕДНО УЧИЛИЩЕ ""ГЕОРГИ ИЗМИРЛИЕВ""",2224121,4.15,0,4.89,0,4448,"Обществени науки - АЕ, ИЕ",профилирана,Обществени науки,(3 * БЕЛ + 1 * МАТ) + (1 * ИЦ + 1 * ГИ),80091,дневна,Английски език,разширено,(3 * BELNVO + 1 * MATNVO) + (1 * History + 1 * Geo),349,339.75,407
ТРИАДИЦА,"Професионална гимназия по дизайн ""Елисавета Вазова""",2224432,4.71,0,0,0,1292,Интериорен дизайн - ИтЕ,професионална,Интериорен дизайн,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * КМИТ),2140106,дневна,Италиански език,разширено,(3 * BELNVO + 1 * MATNVO) + (1 * Art + 1 * IT),338,430.5,452.25
ТРИАДИЦА,"Професионална гимназия по дизайн ""Елисавета Вазова""",2224432,4.71,0,0,0,1294,Графичен дизайн - НЕ,професионална,Графичен дизайн,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * КМИТ),2130701,дневна,Немски език,разширено,(3 * BELNVO + 1 * MATNVO) + (1 * Art + 1 * IT),338,391,433.25
ТРИАДИЦА,"Професионална гимназия по дизайн ""Елисавета Вазова""",2224432,4.71,0,0,0,1296,Рекламна графика - АЕ,професионална,Рекламна графика,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * КМИТ),2140112,дневна,Английски език,разширено,(3 * BELNVO + 1 * MATNVO) + (1 * Art + 1 * IT),338,376.75,400.5
ТРИАДИЦА,"Професионална гимназия по дизайн ""Елисавета Вазова""",2224432,4.71,0,0,0,3856,Интериорен дизайн - ФЕ,професионална,Интериорен дизайн,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * КМИТ),2140106,дневна,Френски език,разширено,(3 * BELNVO + 1 * MATNVO) + (1 * Art + 1 * IT),338,0,0
ТРИАДИЦА,"Професионална гимназия по дизайн ""Елисавета Вазова""",2224432,4.71,0,0,0,4855,Компютърна анимация - ИЕ,професионална,Компютърна анимация,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * КМИТ),2130501,дневна,Испански език,разширено,(3 * BELNVO + 1 * MATNVO) + (1 * Art + 1 * IT),338,,
ТРИАДИЦА,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,2224433,5.01,0,0,0,751,"Банково дело - АЕ интензивно, ИЕ",професионална,Банково дело,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),3430101,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,420.5,451.5
ТРИАДИЦА,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,2224433,5.01,0,0,0,775,"Застрахователно и осигурително дело - AE интензивно, ИЕ",професионална,Застрахователно и осигурително дело,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),3430102,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,395.5,411.5
ТРИАДИЦА,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,2224433,5.01,0,0,0,777,"Оперативно счетоводство - РЕ интензивно, АЕ",професионална,Оперативно счетоводство,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),3440301,дневна,Руски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,375.5,400
ТРИАДИЦА,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,2224433,5.01,0,0,0,779,"Бизнес администрация - ИЕ интензивно, АЕ",професионална,Бизнес - администрация,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),3460101,дневна,Испански език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,406,432
ТРИАДИЦА,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,2224433,5.01,0,0,0,788,"Електронна търговия - АЕ интензивно, ИЕ",професионална,Електронна търговия,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),4820401,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,409,472
ТРИАДИЦА,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,2224433,5.01,0,0,0,802,"Икономическа информатика - АЕ интензивно, ИЕ",професионална,Икономическа информатика,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),4820101,дневна,Английски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,412.5,441.5
ТРИАДИЦА,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,2224433,5.01,0,0,0,933,"Банково дело - ФЕ интензивно, АЕ",професионална,Банково дело,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),3430101,дневна,Френски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,388,402.5
ТРИАДИЦА,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,2224433,5.01,0,0,0,937,"Банково дело - НЕ интензивно, АЕ",професионална,Банково дело,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),3430101,дневна,Немски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,415.5,456
ТРИАДИЦА,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,2224433,5.01,0,0,0,941,"Електронна търговия - РЕ интензивно, АЕ",професионална,Електронна търговия,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),4820401,дневна,Руски език,интензивно,(2 * BELNVO + 2 * MATNVO) + (1 * Bul + 1 * Math),296,383.5,405.5
